Key,Half Life,Penetration,Effective Frequency,Retention Rate,Raw GRPs(A),Raw GRPs(B),Raw GRPs(C),Raw GRPs(D),Adstock(A),Adstock(B),Adstock(C),Adstock(D),Scale,Shape
0.3_10_1,0.3,10,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,11.94283922,0.967780069
0.4_10_1,0.4,10,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,11.94283922,0.967780069
0.6_10_1,0.6,10,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,11.94283922,0.967780069
0.8_10_1,0.8,10,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,11.94283922,0.967780069
1_10_1,1,10,1,50%,0,0.5,0.5,1,0,1,1,2,11.94283922,0.967780069
2_10_1,2,10,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,11.94283922,0.967780069
3_10_1,3,10,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,11.94283922,0.967780069
4_10_1,4,10,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,11.94283922,0.967780069
5_10_1,5,10,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,11.94283922,0.967780069
6_10_1,6,10,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,11.94283922,0.967780069
7_10_1,7,10,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,11.94283922,0.967780069
8_10_1,8,10,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,11.94283922,0.967780069
9_10_1,9,10,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,11.94283922,0.967780069
10_10_1,10,10,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,11.94283922,0.967780069
11_10_1,11,10,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,11.94283922,0.967780069
12_10_1,12,10,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,11.94283922,0.967780069
0.3_11_1,0.3,11,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,13.20292576,0.960200061
0.4_11_1,0.4,11,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,13.20292576,0.960200061
0.6_11_1,0.6,11,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,13.20292576,0.960200061
0.8_11_1,0.8,11,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,13.20292576,0.960200061
1_11_1,1,11,1,50%,0,0.5,0.5,1,0,1,1,2,13.20292576,0.960200061
2_11_1,2,11,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,13.20292576,0.960200061
3_11_1,3,11,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,13.20292576,0.960200061
4_11_1,4,11,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,13.20292576,0.960200061
5_11_1,5,11,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,13.20292576,0.960200061
6_11_1,6,11,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,13.20292576,0.960200061
7_11_1,7,11,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,13.20292576,0.960200061
8_11_1,8,11,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,13.20292576,0.960200061
9_11_1,9,11,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,13.20292576,0.960200061
10_11_1,10,11,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,13.20292576,0.960200061
11_11_1,11,11,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,13.20292576,0.960200061
12_11_1,12,11,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,13.20292576,0.960200061
0.3_12_1,0.3,12,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,14.11272238,0.959053169
0.4_12_1,0.4,12,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,14.11272238,0.959053169
0.6_12_1,0.6,12,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,14.11272238,0.959053169
0.8_12_1,0.8,12,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,14.11272238,0.959053169
1_12_1,1,12,1,50%,0,0.5,0.5,1,0,1,1,2,14.11272238,0.959053169
2_12_1,2,12,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,14.11272238,0.959053169
3_12_1,3,12,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,14.11272238,0.959053169
4_12_1,4,12,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,14.11272238,0.959053169
5_12_1,5,12,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,14.11272238,0.959053169
6_12_1,6,12,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,14.11272238,0.959053169
7_12_1,7,12,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,14.11272238,0.959053169
8_12_1,8,12,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,14.11272238,0.959053169
9_12_1,9,12,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,14.11272238,0.959053169
10_12_1,10,12,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,14.11272238,0.959053169
11_12_1,11,12,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,14.11272238,0.959053169
12_12_1,12,12,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,14.11272238,0.959053169
0.3_13_1,0.3,13,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,15.25933182,0.98532761
0.4_13_1,0.4,13,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,15.25933182,0.98532761
0.6_13_1,0.6,13,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,15.25933182,0.98532761
0.8_13_1,0.8,13,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,15.25933182,0.98532761
1_13_1,1,13,1,50%,0,0.5,0.5,1,0,1,1,2,15.25933182,0.98532761
2_13_1,2,13,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,15.25933182,0.98532761
3_13_1,3,13,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,15.25933182,0.98532761
4_13_1,4,13,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,15.25933182,0.98532761
5_13_1,5,13,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,15.25933182,0.98532761
6_13_1,6,13,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,15.25933182,0.98532761
7_13_1,7,13,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,15.25933182,0.98532761
8_13_1,8,13,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,15.25933182,0.98532761
9_13_1,9,13,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,15.25933182,0.98532761
10_13_1,10,13,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,15.25933182,0.98532761
11_13_1,11,13,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,15.25933182,0.98532761
12_13_1,12,13,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,15.25933182,0.98532761
0.3_14_1,0.3,14,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,16.43740072,0.986025114
0.4_14_1,0.4,14,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,16.43740072,0.986025114
0.6_14_1,0.6,14,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,16.43740072,0.986025114
0.8_14_1,0.8,14,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,16.43740072,0.986025114
1_14_1,1,14,1,50%,0,0.5,0.5,1,0,1,1,2,16.43740072,0.986025114
2_14_1,2,14,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,16.43740072,0.986025114
3_14_1,3,14,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,16.43740072,0.986025114
4_14_1,4,14,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,16.43740072,0.986025114
5_14_1,5,14,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,16.43740072,0.986025114
6_14_1,6,14,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,16.43740072,0.986025114
7_14_1,7,14,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,16.43740072,0.986025114
8_14_1,8,14,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,16.43740072,0.986025114
9_14_1,9,14,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,16.43740072,0.986025114
10_14_1,10,14,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,16.43740072,0.986025114
11_14_1,11,14,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,16.43740072,0.986025114
12_14_1,12,14,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,16.43740072,0.986025114
0.3_15_1,0.3,15,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,17.47208591,0.987748189
0.4_15_1,0.4,15,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,17.47208591,0.987748189
0.6_15_1,0.6,15,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,17.47208591,0.987748189
0.8_15_1,0.8,15,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,17.47208591,0.987748189
1_15_1,1,15,1,50%,0,0.5,0.5,1,0,1,1,2,17.47208591,0.987748189
2_15_1,2,15,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,17.47208591,0.987748189
3_15_1,3,15,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,17.47208591,0.987748189
4_15_1,4,15,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,17.47208591,0.987748189
5_15_1,5,15,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,17.47208591,0.987748189
6_15_1,6,15,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,17.47208591,0.987748189
7_15_1,7,15,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,17.47208591,0.987748189
8_15_1,8,15,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,17.47208591,0.987748189
9_15_1,9,15,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,17.47208591,0.987748189
10_15_1,10,15,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,17.47208591,0.987748189
11_15_1,11,15,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,17.47208591,0.987748189
12_15_1,12,15,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,17.47208591,0.987748189
0.3_16_1,0.3,16,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,18.02590029,0.97991358
0.4_16_1,0.4,16,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,18.02590029,0.97991358
0.6_16_1,0.6,16,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,18.02590029,0.97991358
0.8_16_1,0.8,16,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,18.02590029,0.97991358
1_16_1,1,16,1,50%,0,0.5,0.5,1,0,1,1,2,18.02590029,0.97991358
2_16_1,2,16,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,18.02590029,0.97991358
3_16_1,3,16,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,18.02590029,0.97991358
4_16_1,4,16,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,18.02590029,0.97991358
5_16_1,5,16,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,18.02590029,0.97991358
6_16_1,6,16,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,18.02590029,0.97991358
7_16_1,7,16,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,18.02590029,0.97991358
8_16_1,8,16,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,18.02590029,0.97991358
9_16_1,9,16,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,18.02590029,0.97991358
10_16_1,10,16,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,18.02590029,0.97991358
11_16_1,11,16,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,18.02590029,0.97991358
12_16_1,12,16,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,18.02590029,0.97991358
0.3_17_1,0.3,17,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,19.25268695,0.987340817
0.4_17_1,0.4,17,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,19.25268695,0.987340817
0.6_17_1,0.6,17,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,19.25268695,0.987340817
0.8_17_1,0.8,17,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,19.25268695,0.987340817
1_17_1,1,17,1,50%,0,0.5,0.5,1,0,1,1,2,19.25268695,0.987340817
2_17_1,2,17,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,19.25268695,0.987340817
3_17_1,3,17,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,19.25268695,0.987340817
4_17_1,4,17,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,19.25268695,0.987340817
5_17_1,5,17,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,19.25268695,0.987340817
6_17_1,6,17,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,19.25268695,0.987340817
7_17_1,7,17,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,19.25268695,0.987340817
8_17_1,8,17,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,19.25268695,0.987340817
9_17_1,9,17,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,19.25268695,0.987340817
10_17_1,10,17,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,19.25268695,0.987340817
11_17_1,11,17,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,19.25268695,0.987340817
12_17_1,12,17,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,19.25268695,0.987340817
0.3_18_1,0.3,18,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,20.20458708,0.986626559
0.4_18_1,0.4,18,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,20.20458708,0.986626559
0.6_18_1,0.6,18,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,20.20458708,0.986626559
0.8_18_1,0.8,18,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,20.20458708,0.986626559
1_18_1,1,18,1,50%,0,0.5,0.5,1,0,1,1,2,20.20458708,0.986626559
2_18_1,2,18,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,20.20458708,0.986626559
3_18_1,3,18,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,20.20458708,0.986626559
4_18_1,4,18,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,20.20458708,0.986626559
5_18_1,5,18,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,20.20458708,0.986626559
6_18_1,6,18,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,20.20458708,0.986626559
7_18_1,7,18,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,20.20458708,0.986626559
8_18_1,8,18,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,20.20458708,0.986626559
9_18_1,9,18,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,20.20458708,0.986626559
10_18_1,10,18,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,20.20458708,0.986626559
11_18_1,11,18,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,20.20458708,0.986626559
12_18_1,12,18,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,20.20458708,0.986626559
0.3_19_1,0.3,19,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,21.56310476,1
0.4_19_1,0.4,19,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,21.56310476,1
0.6_19_1,0.6,19,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,21.56310476,1
0.8_19_1,0.8,19,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,21.56310476,1
1_19_1,1,19,1,50%,0,0.5,0.5,1,0,1,1,2,21.56310476,1
2_19_1,2,19,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,21.56310476,1
3_19_1,3,19,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,21.56310476,1
4_19_1,4,19,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,21.56310476,1
5_19_1,5,19,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,21.56310476,1
6_19_1,6,19,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,21.56310476,1
7_19_1,7,19,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,21.56310476,1
8_19_1,8,19,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,21.56310476,1
9_19_1,9,19,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,21.56310476,1
10_19_1,10,19,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,21.56310476,1
11_19_1,11,19,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,21.56310476,1
12_19_1,12,19,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,21.56310476,1
0.3_20_1,0.3,20,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,22.49795902,0.99109333
0.4_20_1,0.4,20,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,22.49795902,0.99109333
0.6_20_1,0.6,20,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,22.49795902,0.99109333
0.8_20_1,0.8,20,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,22.49795902,0.99109333
1_20_1,1,20,1,50%,0,0.5,0.5,1,0,1,1,2,22.49795902,0.99109333
2_20_1,2,20,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,22.49795902,0.99109333
3_20_1,3,20,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,22.49795902,0.99109333
4_20_1,4,20,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,22.49795902,0.99109333
5_20_1,5,20,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,22.49795902,0.99109333
6_20_1,6,20,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,22.49795902,0.99109333
7_20_1,7,20,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,22.49795902,0.99109333
8_20_1,8,20,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,22.49795902,0.99109333
9_20_1,9,20,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,22.49795902,0.99109333
10_20_1,10,20,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,22.49795902,0.99109333
11_20_1,11,20,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,22.49795902,0.99109333
12_20_1,12,20,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,22.49795902,0.99109333
0.3_21_1,0.3,21,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,23.54686874,0.98364085
0.4_21_1,0.4,21,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,23.54686874,0.98364085
0.6_21_1,0.6,21,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,23.54686874,0.98364085
0.8_21_1,0.8,21,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,23.54686874,0.98364085
1_21_1,1,21,1,50%,0,0.5,0.5,1,0,1,1,2,23.54686874,0.98364085
2_21_1,2,21,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,23.54686874,0.98364085
3_21_1,3,21,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,23.54686874,0.98364085
4_21_1,4,21,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,23.54686874,0.98364085
5_21_1,5,21,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,23.54686874,0.98364085
6_21_1,6,21,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,23.54686874,0.98364085
7_21_1,7,21,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,23.54686874,0.98364085
8_21_1,8,21,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,23.54686874,0.98364085
9_21_1,9,21,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,23.54686874,0.98364085
10_21_1,10,21,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,23.54686874,0.98364085
11_21_1,11,21,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,23.54686874,0.98364085
12_21_1,12,21,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,23.54686874,0.98364085
0.3_22_1,0.3,22,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,24.53975646,0.981882537
0.4_22_1,0.4,22,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,24.53975646,0.981882537
0.6_22_1,0.6,22,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,24.53975646,0.981882537
0.8_22_1,0.8,22,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,24.53975646,0.981882537
1_22_1,1,22,1,50%,0,0.5,0.5,1,0,1,1,2,24.53975646,0.981882537
2_22_1,2,22,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,24.53975646,0.981882537
3_22_1,3,22,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,24.53975646,0.981882537
4_22_1,4,22,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,24.53975646,0.981882537
5_22_1,5,22,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,24.53975646,0.981882537
6_22_1,6,22,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,24.53975646,0.981882537
7_22_1,7,22,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,24.53975646,0.981882537
8_22_1,8,22,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,24.53975646,0.981882537
9_22_1,9,22,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,24.53975646,0.981882537
10_22_1,10,22,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,24.53975646,0.981882537
11_22_1,11,22,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,24.53975646,0.981882537
12_22_1,12,22,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,24.53975646,0.981882537
0.3_23_1,0.3,23,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,25.31972325,0.985153442
0.4_23_1,0.4,23,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,25.31972325,0.985153442
0.6_23_1,0.6,23,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,25.31972325,0.985153442
0.8_23_1,0.8,23,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,25.31972325,0.985153442
1_23_1,1,23,1,50%,0,0.5,0.5,1,0,1,1,2,25.31972325,0.985153442
2_23_1,2,23,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,25.31972325,0.985153442
3_23_1,3,23,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,25.31972325,0.985153442
4_23_1,4,23,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,25.31972325,0.985153442
5_23_1,5,23,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,25.31972325,0.985153442
6_23_1,6,23,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,25.31972325,0.985153442
7_23_1,7,23,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,25.31972325,0.985153442
8_23_1,8,23,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,25.31972325,0.985153442
9_23_1,9,23,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,25.31972325,0.985153442
10_23_1,10,23,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,25.31972325,0.985153442
11_23_1,11,23,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,25.31972325,0.985153442
12_23_1,12,23,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,25.31972325,0.985153442
0.3_24_1,0.3,24,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,26.79928046,0.984543373
0.4_24_1,0.4,24,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,26.79928046,0.984543373
0.6_24_1,0.6,24,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,26.79928046,0.984543373
0.8_24_1,0.8,24,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,26.79928046,0.984543373
1_24_1,1,24,1,50%,0,0.5,0.5,1,0,1,1,2,26.79928046,0.984543373
2_24_1,2,24,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,26.79928046,0.984543373
3_24_1,3,24,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,26.79928046,0.984543373
4_24_1,4,24,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,26.79928046,0.984543373
5_24_1,5,24,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,26.79928046,0.984543373
6_24_1,6,24,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,26.79928046,0.984543373
7_24_1,7,24,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,26.79928046,0.984543373
8_24_1,8,24,1,92%,0,0.082995957,0.082995957,0.165991914,0,1,1,2,26.79928046,0.984543373
9_24_1,9,24,1,93%,0,0.074125288,0.074125288,0.148250575,0,1,1,2,26.79928046,0.984543373
10_24_1,10,24,1,93%,0,0.066967008,0.066967008,0.133934017,0,1,1,2,26.79928046,0.984543373
11_24_1,11,24,1,94%,0,0.061069089,0.061069089,0.122138179,0,1,1,2,26.79928046,0.984543373
12_24_1,12,24,1,94%,0,0.056125687,0.056125687,0.112251375,0,1,1,2,26.79928046,0.984543373
0.3_25_1,0.3,25,1,10%,0,0.900787434,0.900787434,1.801574869,0,1,1,2,27.19214354,0.996142604
0.4_25_1,0.4,25,1,18%,0,0.823223305,0.823223305,1.646446609,0,1,1,2,27.19214354,0.996142604
0.6_25_1,0.6,25,1,31%,0,0.685019738,0.685019738,1.370039475,0,1,1,2,27.19214354,0.996142604
0.8_25_1,0.8,25,1,42%,0,0.579551792,0.579551792,1.159103585,0,1,1,2,27.19214354,0.996142604
1_25_1,1,25,1,50%,0,0.5,0.5,1,0,1,1,2,27.19214354,0.996142604
2_25_1,2,25,1,71%,0,0.292893219,0.292893219,0.585786438,0,1,1,2,27.19214354,0.996142604
3_25_1,3,25,1,79%,0,0.206299474,0.206299474,0.412598948,0,1,1,2,27.19214354,0.996142604
4_25_1,4,25,1,84%,0,0.159103585,0.159103585,0.318207169,0,1,1,2,27.19214354,0.996142604
5_25_1,5,25,1,87%,0,0.129449437,0.129449437,0.258898873,0,1,1,2,27.19214354,0.996142604
6_25_1,6,25,1,89%,0,0.109101282,0.109101282,0.218202564,0,1,1,2,27.19214354,0.996142604
7_25_1,7,25,1,91%,0,0.094276336,0.094276336,0.188552671,0,1,1,2,27.19214354,0.996142604
