Key,Half Life,Penetration,Effective Frequency,Retention Rate,Raw GRPs(A),Raw GRPs(B),Raw GRPs(C),Raw GRPs(D),Adstock(A),Adstock(B),Adstock(C),Adstock(D),Scale,Shape
2_77_3,2,77,3,71%,24.60303038,48.91316754,79.3740623,121.2577926,84,167,271,414,256.6894906,1.823791075
3_77_3,3,77,3,79%,17.32915582,34.45201216,55.90715746,85.40798224,84,167,271,414,256.6894906,1.823791075
4_77_3,4,77,3,84%,13.36470112,26.57029865,43.11707147,65.86888408,84,167,271,414,256.6894906,1.823791075
5_77_3,5,77,3,87%,10.87375268,21.61805593,35.08079735,53.5920668,84,167,271,414,256.6894906,1.823791075
6_77_3,6,77,3,89%,9.164507676,18.21991407,29.56644738,45.16793069,84,167,271,414,256.6894906,1.823791075
7_77_3,7,77,3,91%,7.919212202,15.74414807,25.54888698,39.03040299,84,167,271,414,256.6894906,1.823791075
8_77_3,8,77,3,92%,6.971660371,13.86032478,22.49190429,34.36032611,84,167,271,414,256.6894906,1.823791075
9_77_3,9,77,3,93%,6.226524168,12.37892305,20.08795297,30.68786911,84,167,271,414,256.6894906,1.823791075
10_77_3,10,77,3,93%,5.625228711,11.18349041,18.14805929,27.7243415,84,167,271,414,256.6894906,1.823791075
11_77_3,11,77,3,94%,5.129803504,10.19853792,16.54972321,25.28260299,84,167,271,414,256.6894906,1.823791075
12_77_3,12,77,3,94%,4.714557735,9.372989782,15.21006126,23.23603455,84,167,271,414,256.6894906,1.823791075
0.3_78_3,0.3,78,3,10%,76.56693191,152.2330764,247.7165444,381.0330847,85,169,275,423,260.8832115,1.824082654
0.4_78_3,0.4,78,3,18%,69.9739809,139.1247385,226.3864088,348.2234579,85,169,275,423,260.8832115,1.824082654
0.6_78_3,0.6,78,3,31%,58.22667769,115.7683356,188.3804278,289.763349,85,169,275,423,260.8832115,1.824082654
0.8_78_3,0.8,78,3,42%,49.26190235,97.94425291,159.3767429,245.1504082,85,169,275,423,260.8832115,1.824082654
1_78_3,1,78,3,50%,42.5,84.5,137.5,211.5,85,169,275,423,260.8832115,1.824082654
2_78_3,2,78,3,71%,24.8959236,49.49895398,80.54563517,123.8938316,85,169,275,423,260.8832115,1.824082654
3_78_3,3,78,3,79%,17.53545529,34.86461111,56.73235535,87.26467751,85,169,275,423,260.8832115,1.824082654
4_78_3,4,78,3,84%,13.5238047,26.88850582,43.75348581,67.30081635,85,169,275,423,260.8832115,1.824082654
5_78_3,5,78,3,87%,11.00320212,21.8769548,35.59859509,54.75711173,85,169,275,423,260.8832115,1.824082654
6_78_3,6,78,3,89%,9.273608958,18.43811663,30.00285251,46.14984223,85,169,275,423,260.8832115,1.824082654
7_78_3,7,78,3,91%,8.013488538,15.93270074,25.92599233,39.87889002,85,169,275,423,260.8832115,1.824082654
8_78_3,8,78,3,92%,7.054656328,14.0263167,22.82388812,35.10728972,85,169,275,423,260.8832115,1.824082654
9_78_3,9,78,3,93%,6.300649456,12.52717362,20.38445412,31.3549967,85,169,275,423,260.8832115,1.824082654
10_78_3,10,78,3,93%,5.692195719,11.31742443,18.41592733,28.32704458,85,169,275,423,260.8832115,1.824082654
11_78_3,11,78,3,94%,5.190872594,10.3206761,16.79399957,25.83222479,85,169,275,423,260.8832115,1.824082654
12_78_3,12,78,3,94%,4.770683422,9.485241157,15.43456401,23.74116574,85,169,275,423,260.8832115,1.824082654
0.3_79_3,0.3,79,3,10%,77.46771935,154.0346513,250.4189067,382.8346596,86,171,278,425,263.9360682,1.817617131
0.4_79_3,0.4,79,3,18%,70.7972042,140.7711851,228.8560787,349.8699045,86,171,278,425,263.9360682,1.817617131
0.6_79_3,0.6,79,3,31%,58.91169743,117.1383751,190.435487,291.1333884,86,171,278,425,263.9360682,1.817617131
0.8_79_3,0.8,79,3,42%,49.84145414,99.1033565,161.1153983,246.3095118,86,171,278,425,263.9360682,1.817617131
1_79_3,1,79,3,50%,43,85.5,139,212.5,86,171,278,425,263.9360682,1.817617131
2_79_3,2,79,3,71%,25.18881682,50.08474042,81.42431483,124.479618,86,171,278,425,263.9360682,1.817617131
3_79_3,3,79,3,79%,17.74175477,35.27721006,57.35125378,87.67727646,86,171,278,425,263.9360682,1.817617131
4_79_3,4,79,3,84%,13.68290829,27.20671299,44.23079656,67.61902352,86,171,278,425,263.9360682,1.817617131
5_79_3,5,79,3,87%,11.13265156,22.13585368,35.9869434,55.0160106,86,171,278,425,263.9360682,1.817617131
6_79_3,6,79,3,89%,9.38271024,18.6563192,30.33015636,46.36804479,86,171,278,425,263.9360682,1.817617131
7_79_3,7,79,3,91%,8.107764873,16.12125341,26.20882133,40.06744269,86,171,278,425,263.9360682,1.817617131
8_79_3,8,79,3,92%,7.137652284,14.19230861,23.07287599,35.27328164,86,171,278,425,263.9360682,1.817617131
9_79_3,9,79,3,93%,6.374774743,12.6754242,20.60682998,31.50324728,86,171,278,425,263.9360682,1.817617131
10_79_3,10,79,3,93%,5.759162728,11.45135845,18.61682835,28.4609786,86,171,278,425,263.9360682,1.817617131
11_79_3,11,79,3,94%,5.251941683,10.44281428,16.97720684,25.95436297,86,171,278,425,263.9360682,1.817617131
12_79_3,12,79,3,94%,4.826809109,9.597492531,15.60294107,23.85341711,86,171,278,425,263.9360682,1.817617131
0.3_80_3,0.3,80,3,10%,78.36850678,154.9354387,252.2204816,388.2393842,87,172,280,431,266.6510735,1.81666484
0.4_80_3,0.4,80,3,18%,71.62042751,141.5944084,230.5025253,354.8092443,87,172,280,431,266.6510735,1.81666484
0.6_80_3,0.6,80,3,31%,59.59671716,117.8233949,191.8055265,295.2435069,87,172,280,431,266.6510735,1.81666484
0.8_80_3,0.8,80,3,42%,50.42100594,99.68290829,162.2745019,249.7868225,87,172,280,431,266.6510735,1.81666484
1_80_3,1,80,3,50%,43.5,86,140,215.5,87,172,280,431,266.6510735,1.81666484
2_80_3,2,80,3,71%,25.48171004,50.37763364,82.01010127,126.2369773,87,172,280,431,266.6510735,1.81666484
3_80_3,3,80,3,79%,17.94805424,35.48350953,57.76385272,88.9150733,87,172,280,431,266.6510735,1.81666484
4_80_3,4,80,3,84%,13.84201187,27.36581658,44.54900373,68.57364503,87,172,280,431,266.6510735,1.81666484
5_80_3,5,80,3,87%,11.26210099,22.26530311,36.24584228,55.79270722,87,172,280,431,266.6510735,1.81666484
6_80_3,6,80,3,89%,9.491811522,18.76542048,30.54835892,47.02265248,87,172,280,431,266.6510735,1.81666484
7_80_3,7,80,3,91%,8.202041209,16.21552975,26.39737401,40.6331007,87,172,280,431,266.6510735,1.81666484
8_80_3,8,80,3,92%,7.220648241,14.27530457,23.2388679,35.77125738,87,172,280,431,266.6510735,1.81666484
9_80_3,9,80,3,93%,6.448900031,12.74954949,20.75508056,31.947999,87,172,280,431,266.6510735,1.81666484
10_80_3,10,80,3,93%,5.826129736,11.51832546,18.75076237,28.86278065,87,172,280,431,266.6510735,1.81666484
11_80_3,11,80,3,94%,5.313010772,10.50388337,17.09934501,26.3207775,87,172,280,431,266.6510735,1.81666484
12_80_3,12,80,3,94%,4.882934797,9.653618219,15.71519245,24.19017123,87,172,280,431,266.6510735,1.81666484
0.3_81_3,0.3,81,3,10%,79.26929421,157.637801,256.7244188,395.4456836,88,175,285,439,271.0222133,1.820991839
0.4_81_3,0.4,81,3,18%,72.44365081,144.0640783,234.6186418,361.3950308,88,175,285,439,271.0222133,1.820991839
0.6_81_3,0.6,81,3,31%,60.2817369,119.8784541,195.2306252,300.7236648,88,175,285,439,271.0222133,1.820991839
0.8_81_3,0.8,81,3,42%,51.00055773,101.4215637,165.1722608,254.4232369,88,175,285,439,271.0222133,1.820991839
1_81_3,1,81,3,50%,44,87.5,142.5,219.5,88,175,285,439,271.0222133,1.820991839
2_81_3,2,81,3,71%,25.77460326,51.25631329,83.47456736,128.5801231,88,175,285,439,271.0222133,1.820991839
3_81_3,3,81,3,79%,18.15435371,36.10240795,58.79535009,90.56546909,88,175,285,439,271.0222133,1.820991839
4_81_3,4,81,3,84%,14.00111546,27.84312733,45.34452165,69.8464737,88,175,285,439,271.0222133,1.820991839
5_81_3,5,81,3,87%,11.39155043,22.65365142,36.89308946,56.82830271,88,175,285,439,271.0222133,1.820991839
6_81_3,6,81,3,89%,9.600912804,19.09272433,31.09386533,47.89546274,88,175,285,439,271.0222133,1.820991839
7_81_3,7,81,3,91%,8.296317545,16.49835875,26.86875568,41.38731139,88,175,285,439,271.0222133,1.820991839
8_81_3,8,81,3,92%,7.303644198,14.52429244,23.65384769,36.43522503,88,175,285,439,271.0222133,1.820991839
9_81_3,9,81,3,93%,6.523025319,12.97192535,21.125707,32.54100131,88,175,285,439,271.0222133,1.820991839
10_81_3,10,81,3,93%,5.893096745,11.71922648,19.08559741,29.39851672,88,175,285,439,271.0222133,1.820991839
11_81_3,11,81,3,94%,5.374079862,10.68709063,17.40469046,26.80933022,88,175,285,439,271.0222133,1.820991839
12_81_3,12,81,3,94%,4.939060484,9.821995281,15.99582089,24.63917673,88,175,285,439,271.0222133,1.820991839
0.3_82_3,0.3,82,3,10%,80.17008165,159.4393759,259.4267811,399.0488334,89,177,288,443,274.4595739,1.815582526
0.4_82_3,0.4,82,3,18%,73.26687412,145.7105249,237.0883118,364.687924,89,177,288,443,274.4595739,1.815582526
0.6_82_3,0.6,82,3,31%,60.96675664,121.2484935,197.2856844,303.4637437,89,177,288,443,274.4595739,1.815582526
0.8_82_3,0.8,82,3,42%,51.58010952,102.5806673,166.9109162,256.741444,89,177,288,443,274.4595739,1.815582526
1_82_3,1,82,3,50%,44.5,88.5,144,221.5,89,177,288,443,274.4595739,1.815582526
2_82_3,2,82,3,71%,26.06749647,51.84209973,84.35324702,129.7516959,89,177,288,443,274.4595739,1.815582526
3_82_3,3,82,3,79%,18.36065319,36.5150069,59.41424852,91.39066699,89,177,288,443,274.4595739,1.815582526
4_82_3,4,82,3,84%,14.16021904,28.1613345,45.82183241,70.48288804,89,177,288,443,274.4595739,1.815582526
5_82_3,5,82,3,87%,11.52099987,22.9125503,37.28143777,57.34610046,89,177,288,443,274.4595739,1.815582526
6_82_3,6,82,3,89%,9.710014086,19.31092689,31.42116918,48.33186786,89,177,288,443,274.4595739,1.815582526
7_82_3,7,82,3,91%,8.390593881,16.68691143,27.15158469,41.76441673,89,177,288,443,274.4595739,1.815582526
8_82_3,8,82,3,92%,7.386640155,14.69028435,23.90283556,36.76720886,89,177,288,443,274.4595739,1.815582526
9_82_3,9,82,3,93%,6.597150606,13.12017593,21.34808286,32.83750246,89,177,288,443,274.4595739,1.815582526
10_82_3,10,82,3,93%,5.960063753,11.8531605,19.28649844,29.66638475,89,177,288,443,274.4595739,1.815582526
11_82_3,11,82,3,94%,5.435148951,10.80922881,17.58789773,27.05360658,89,177,288,443,274.4595739,1.815582526
12_82_3,12,82,3,94%,4.995186171,9.934246655,16.16419795,24.86367948,89,177,288,443,274.4595739,1.815582526
0.3_83_3,0.3,83,3,10%,81.97165652,162.1417382,263.9307182,404.453558,91,180,293,449,277.7113664,1.822485426
0.4_83_3,0.4,83,3,18%,74.91332073,148.1801948,241.2044283,369.6272638,91,180,293,449,277.7113664,1.822485426
0.6_83_3,0.6,83,3,31%,62.33679611,123.3035528,200.7107831,307.5738621,91,180,293,449,277.7113664,1.822485426
0.8_83_3,0.8,83,3,42%,52.73921311,104.3193226,169.8086752,260.2187548,91,180,293,449,277.7113664,1.822485426
1_83_3,1,83,3,50%,45.5,90,146.5,224.5,91,180,293,449,277.7113664,1.822485426
2_83_3,2,83,3,71%,26.65328291,52.72077939,85.81771311,131.5090552,91,180,293,449,277.7113664,1.822485426
3_83_3,3,83,3,79%,18.77325214,37.13390532,60.44574589,92.62846383,91,180,293,449,277.7113664,1.822485426
4_83_3,4,83,3,84%,14.47842621,28.63864525,46.61735033,71.43750955,91,180,293,449,277.7113664,1.822485426
5_83_3,5,83,3,87%,11.77989874,23.30089861,37.92868495,58.12279708,91,180,293,449,277.7113664,1.822485426
6_83_3,6,83,3,89%,9.928216649,19.63823073,31.96667558,48.98647555,91,180,293,449,277.7113664,1.822485426
7_83_3,7,83,3,91%,8.579146552,16.96974043,27.62296637,42.33007475,91,180,293,449,277.7113664,1.822485426
8_83_3,8,83,3,92%,7.552632068,14.93927222,24.31781534,37.2651846,91,180,293,449,277.7113664,1.822485426
9_83_3,9,83,3,93%,6.745401182,13.34255179,21.7187093,33.28225418,91,180,293,449,277.7113664,1.822485426
10_83_3,10,83,3,93%,6.09399777,12.05406152,19.62133348,30.0681868,91,180,293,449,277.7113664,1.822485426
11_83_3,11,83,3,94%,5.55728713,10.99243608,17.89324318,27.42002111,91,180,293,449,277.7113664,1.822485426
12_83_3,12,83,3,94%,5.107437546,10.10262372,16.44482638,25.20043361,91,180,293,449,277.7113664,1.822485426
0.3_84_3,0.3,84,3,10%,81.97165652,163.0425256,264.8315057,407.1559203,91,181,294,452,280.5959998,1.812930257
0.4_84_3,0.4,84,3,18%,74.91332073,149.0034182,242.0276516,372.0969337,91,181,294,452,280.5959998,1.812930257
0.6_84_3,0.6,84,3,31%,62.33679611,123.9885725,201.3958028,309.6289214,91,181,294,452,280.5959998,1.812930257
0.8_84_3,0.8,84,3,42%,52.73921311,104.8988744,170.388227,261.9574102,91,181,294,452,280.5959998,1.812930257
1_84_3,1,84,3,50%,45.5,90.5,147,226,91,181,294,452,280.5959998,1.812930257
2_84_3,2,84,3,71%,26.65328291,53.01367261,86.11060633,132.3877349,91,181,294,452,280.5959998,1.812930257
3_84_3,3,84,3,79%,18.77325214,37.3402048,60.65204536,93.24736226,91,181,294,452,280.5959998,1.812930257
4_84_3,4,84,3,84%,14.47842621,28.79774884,46.77645392,71.91482031,91,181,294,452,280.5959998,1.812930257
5_84_3,5,84,3,87%,11.77989874,23.43034804,38.05813439,58.51114539,91,181,294,452,280.5959998,1.812930257
6_84_3,6,84,3,89%,9.928216649,19.74733202,32.07577687,49.3137794,91,181,294,452,280.5959998,1.812930257
7_84_3,7,84,3,91%,8.579146552,17.06401677,27.71724271,42.61290375,91,181,294,452,280.5959998,1.812930257
8_84_3,8,84,3,92%,7.552632068,15.02226818,24.4008113,37.51417247,91,181,294,452,280.5959998,1.812930257
9_84_3,9,84,3,93%,6.745401182,13.41667708,21.79283459,33.50463005,91,181,294,452,280.5959998,1.812930257
10_84_3,10,84,3,93%,6.09399777,12.12102853,19.68830049,30.26908783,91,181,294,452,280.5959998,1.812930257
11_84_3,11,84,3,94%,5.55728713,11.05350517,17.95431227,27.60322838,91,181,294,452,280.5959998,1.812930257
12_84_3,12,84,3,94%,5.107437546,10.1587494,16.50095207,25.36881067,91,181,294,452,280.5959998,1.812930257
0.3_85_3,0.3,85,3,10%,83.77323139,166.6456753,270.2362303,413.4614323,93,185,300,459,283.9240533,1.827651318
0.4_85_3,0.4,85,3,18%,76.55976734,152.2963114,246.9669914,377.8594969,93,185,300,459,283.9240533,1.827651318
0.6_85_3,0.6,85,3,31%,63.70683559,126.7286514,205.5059213,314.4240595,93,185,300,459,283.9240533,1.827651318
0.8_85_3,0.8,85,3,42%,53.89831669,107.2170816,173.8655377,266.0142727,93,185,300,459,283.9240533,1.827651318
1_85_3,1,85,3,50%,46.5,92.5,150,229.5,93,185,300,459,283.9240533,1.827651318
2_85_3,2,85,3,71%,27.23906935,54.18524548,87.86796564,134.4379874,93,185,300,459,283.9240533,1.827651318
3_85_3,3,85,3,79%,19.18585108,38.16540269,61.8898422,94.69145857,93,185,300,459,283.9240533,1.827651318
4_85_3,4,85,3,84%,14.79663338,29.43416318,47.73107542,73.0285454,93,185,300,459,283.9240533,1.827651318
5_85_3,5,85,3,87%,12.03879761,23.94814579,38.83483101,59.41729145,93,185,300,459,283.9240533,1.827651318
6_85_3,6,85,3,89%,10.14641921,20.18373714,32.73038456,50.07748837,93,185,300,459,283.9240533,1.827651318
7_85_3,7,85,3,91%,8.767699223,17.44112211,28.28290072,43.2728381,93,185,300,459,283.9240533,1.827651318
8_85_3,8,85,3,92%,7.718623982,15.35425201,24.89878704,38.09514417,93,185,300,459,283.9240533,1.827651318
9_85_3,9,85,3,93%,6.893651757,13.71317823,22.23758631,34.02350706,93,185,300,459,283.9240533,1.827651318
10_85_3,10,85,3,93%,6.227931787,12.38889657,20.09010254,30.73785688,93,185,300,459,283.9240533,1.827651318
11_85_3,11,85,3,94%,5.679425308,11.29778153,18.3207268,28.03071201,93,185,300,459,283.9240533,1.827651318
12_85_3,12,85,3,94%,5.219688921,10.38325215,16.8377062,25.76169048,93,185,300,459,283.9240533,1.827651318
0.3_86_3,0.3,86,3,10%,83.77323139,166.6456753,271.1370177,415.2630072,93,185,301,461,286.9671855,1.810099506
0.4_86_3,0.4,86,3,18%,76.55976734,152.2963114,247.7902147,379.5059435,93,185,301,461,286.9671855,1.810099506
0.6_86_3,0.6,86,3,31%,63.70683559,126.7286514,206.190941,315.794099,93,185,301,461,286.9671855,1.810099506
0.8_86_3,0.8,86,3,42%,53.89831669,107.2170816,174.4450895,267.1733763,93,185,301,461,286.9671855,1.810099506
1_86_3,1,86,3,50%,46.5,92.5,150.5,230.5,93,185,301,461,286.9671855,1.810099506
2_86_3,2,86,3,71%,27.23906935,54.18524548,88.16085886,135.0237739,93,185,301,461,286.9671855,1.810099506
3_86_3,3,86,3,79%,19.18585108,38.16540269,62.09614168,95.10405752,93,185,301,461,286.9671855,1.810099506
4_86_3,4,86,3,84%,14.79663338,29.43416318,47.89017901,73.34675257,93,185,301,461,286.9671855,1.810099506
5_86_3,5,86,3,87%,12.03879761,23.94814579,38.96428045,59.67619032,93,185,301,461,286.9671855,1.810099506
6_86_3,6,86,3,89%,10.14641921,20.18373714,32.83948584,50.29569094,93,185,301,461,286.9671855,1.810099506
7_86_3,7,86,3,91%,8.767699223,17.44112211,28.37717706,43.46139077,93,185,301,461,286.9671855,1.810099506
8_86_3,8,86,3,92%,7.718623982,15.35425201,24.981783,38.26113608,93,185,301,461,286.9671855,1.810099506
9_86_3,9,86,3,93%,6.893651757,13.71317823,22.3117116,34.17175764,93,185,301,461,286.9671855,1.810099506
10_86_3,10,86,3,93%,6.227931787,12.38889657,20.15706955,30.8717909,93,185,301,461,286.9671855,1.810099506
11_86_3,11,86,3,94%,5.679425308,11.29778153,18.38179589,28.15285018,93,185,301,461,286.9671855,1.810099506
12_86_3,12,86,3,94%,5.219688921,10.38325215,16.89383188,25.87394185,93,185,301,461,286.9671855,1.810099506
0.3_87_3,0.3,87,3,10%,85.57480625,170.2488251,276.5417423,424.2708815,95,189,307,471,290.33048,1.830606378
0.4_87_3,0.4,87,3,18%,78.20621395,155.5892046,252.7295545,387.7381765,95,189,307,471,290.33048,1.830606378
0.6_87_3,0.6,87,3,31%,65.07687506,129.4687304,210.3010594,322.6442964,95,189,307,471,290.33048,1.830606378
0.8_87_3,0.8,87,3,42%,55.05742028,109.5352888,177.9224003,272.9688942,95,189,307,471,290.33048,1.830606378
1_87_3,1,87,3,50%,47.5,94.5,153.5,235.5,95,189,307,471,290.33048,1.830606378
2_87_3,2,87,3,71%,27.82485579,55.35681836,89.91821818,137.9527061,95,189,307,471,290.33048,1.830606378
3_87_3,3,87,3,79%,19.59845003,38.99060059,63.33393852,97.16705226,95,189,307,471,290.33048,1.830606378
4_87_3,4,87,3,84%,15.11484055,30.07057752,48.84480052,74.93778842,95,189,307,471,290.33048,1.830606378
5_87_3,5,87,3,87%,12.29769649,24.46594354,39.74097707,60.97068469,95,189,307,471,290.33048,1.830606378
6_87_3,6,87,3,89%,10.36462178,20.62014227,33.49409353,51.38670376,95,189,307,471,290.33048,1.830606378
7_87_3,7,87,3,91%,8.956251895,17.81822745,28.94283507,44.40415413,95,189,307,471,290.33048,1.830606378
8_87_3,8,87,3,92%,7.884615896,15.68623583,25.47975874,39.09109565,95,189,307,471,290.33048,1.830606378
9_87_3,9,87,3,93%,7.041902333,14.00967938,22.75646333,34.91301051,95,189,307,471,290.33048,1.830606378
10_87_3,10,87,3,93%,6.361865804,12.6567646,20.5588716,31.54146099,95,189,307,471,290.33048,1.830606378
11_87_3,11,87,3,94%,5.801563487,11.54205788,18.74821043,28.76354108,95,189,307,471,290.33048,1.830606378
12_87_3,12,87,3,94%,5.331940295,10.6077549,17.23058601,26.43519873,95,189,307,471,290.33048,1.830606378
0.3_88_3,0.3,88,3,10%,86.47559369,171.1496125,279.2441046,428.7748187,96,190,310,476,294.2388871,1.820038287
0.4_88_3,0.4,88,3,18%,79.02943725,156.4124279,255.1992245,391.854293,96,190,310,476,294.2388871,1.820038287
0.6_88_3,0.6,88,3,31%,65.7618948,130.1537501,212.3561186,326.0693951,96,190,310,476,294.2388871,1.820038287
0.8_88_3,0.8,88,3,42%,55.63697207,110.1148406,179.6610556,275.8666532,96,190,310,476,294.2388871,1.820038287
1_88_3,1,88,3,50%,48,95,155,238,96,190,310,476,294.2388871,1.820038287
2_88_3,2,88,3,71%,28.11774901,55.64971157,90.79689783,139.4171722,96,190,310,476,294.2388871,1.820038287
3_88_3,3,88,3,79%,19.80474951,39.19690006,63.95283694,98.19854963,96,190,310,476,294.2388871,1.820038287
4_88_3,4,88,3,84%,15.27394414,30.2296811,49.32211127,75.73330634,96,190,310,476,294.2388871,1.820038287
5_88_3,5,88,3,87%,12.42714592,24.59539297,40.12932538,61.61793187,96,190,310,476,294.2388871,1.820038287
6_88_3,6,88,3,89%,10.47372306,20.72924355,33.82139738,51.93221017,96,190,310,476,294.2388871,1.820038287
7_88_3,7,88,3,91%,9.050528231,17.91250379,29.22566408,44.87553581,96,190,310,476,294.2388871,1.820038287
8_88_3,8,88,3,92%,7.967611852,15.76923179,25.72874661,39.50607543,96,190,310,476,294.2388871,1.820038287
9_88_3,9,88,3,93%,7.11602762,14.08380467,22.97883919,35.28363695,96,190,310,476,294.2388871,1.820038287
10_88_3,10,88,3,93%,6.428832812,12.72373161,20.75977262,31.87629603,96,190,310,476,294.2388871,1.820038287
11_88_3,11,88,3,94%,5.862632576,11.60312697,18.93141769,29.06888653,96,190,310,476,294.2388871,1.820038287
12_88_3,12,88,3,94%,5.388065983,10.66388059,17.39896307,26.71582716,96,190,310,476,294.2388871,1.820038287
0.3_89_3,0.3,89,3,10%,87.37638112,173.8519748,281.9464669,432.3779684,97,193,313,480,297.5883125,1.820182797
0.4_89_3,0.4,89,3,18%,79.85266056,158.8820978,257.6688944,395.1471863,97,193,313,480,297.5883125,1.820182797
0.6_89_3,0.6,89,3,31%,66.44691454,132.2088093,214.4111778,328.809474,97,193,313,480,297.5883125,1.820182797
0.8_89_3,0.8,89,3,42%,56.21652386,111.8534959,181.399711,278.1848603,97,193,313,480,297.5883125,1.820182797
1_89_3,1,89,3,50%,48.5,96.5,156.5,240,97,193,313,480,297.5883125,1.820182797
2_89_3,2,89,3,71%,28.41064222,56.52839123,91.67557749,140.588745,97,193,313,480,297.5883125,1.820182797
3_89_3,3,89,3,79%,20.01104898,39.81579849,64.57173537,99.02374753,97,193,313,480,297.5883125,1.820182797
4_89_3,4,89,3,84%,15.43304772,30.70699186,49.79942203,76.36972068,97,193,313,480,297.5883125,1.820182797
5_89_3,5,89,3,87%,12.55659536,24.98374128,40.51767369,62.13572962,97,193,313,480,297.5883125,1.820182797
6_89_3,6,89,3,89%,10.58282434,21.0565474,34.14870122,52.36861529,97,193,313,480,297.5883125,1.820182797
7_89_3,7,89,3,91%,9.144804566,18.1953328,29.50849309,45.25264115,97,193,313,480,297.5883125,1.820182797
8_89_3,8,89,3,92%,8.050607809,16.01821966,25.97773448,39.83805926,97,193,313,480,297.5883125,1.820182797
9_89_3,9,89,3,93%,7.190152908,14.30618053,23.20121505,35.5801381,97,193,313,480,297.5883125,1.820182797
10_89_3,10,89,3,93%,6.495799821,12.92463263,20.96067365,32.14416406,97,193,313,480,297.5883125,1.820182797
11_89_3,11,89,3,94%,5.923701666,11.78633424,19.11462496,29.31316288,97,193,313,480,297.5883125,1.820182797
12_89_3,12,89,3,94%,5.44419167,10.83225765,17.56734013,26.94032991,97,193,313,480,297.5883125,1.820182797
0.3_90_3,0.3,90,3,10%,88.27716856,174.7527622,284.6488292,436.8819056,98,194,316,485,300.5517695,1.815719518
0.4_90_3,0.4,90,3,18%,80.67588386,159.7053211,260.1385643,399.2633028,98,194,316,485,300.5517695,1.815719518
0.6_90_3,0.6,90,3,31%,67.13193428,132.8938291,216.4662371,332.2345727,98,194,316,485,300.5517695,1.815719518
0.8_90_3,0.8,90,3,42%,56.79607565,112.4330477,183.1383664,281.0826193,98,194,316,485,300.5517695,1.815719518
1_90_3,1,90,3,50%,49,97,158,242.5,98,194,316,485,300.5517695,1.815719518
2_90_3,2,90,3,71%,28.70353544,56.82128445,92.55425715,142.0532111,98,194,316,485,300.5517695,1.815719518
3_90_3,3,90,3,79%,20.21734845,40.02209796,65.19063379,100.0552449,98,194,316,485,300.5517695,1.815719518
4_90_3,4,90,3,84%,15.59215131,30.86609544,50.27673278,77.1652386,98,194,316,485,300.5517695,1.815719518
5_90_3,5,90,3,87%,12.6860448,25.11319072,40.906022,62.7829768,98,194,316,485,300.5517695,1.815719518
6_90_3,6,90,3,89%,10.69192562,21.16564868,34.47600507,52.9141217,98,194,316,485,300.5517695,1.815719518
7_90_3,7,90,3,91%,9.239080902,18.28960913,29.79132209,45.72402283,98,194,316,485,300.5517695,1.815719518
8_90_3,8,90,3,92%,8.133603766,16.10121562,26.22672235,40.25303905,98,194,316,485,300.5517695,1.815719518
9_90_3,9,90,3,93%,7.264278196,14.38030582,23.42359092,35.95076454,98,194,316,485,300.5517695,1.815719518
10_90_3,10,90,3,93%,6.562766829,12.99159964,21.16157467,32.4789991,98,194,316,485,300.5517695,1.815719518
11_90_3,11,90,3,94%,5.984770755,11.84740333,19.29783223,29.61850833,98,194,316,485,300.5517695,1.815719518
12_90_3,12,90,3,94%,5.500317357,10.88838334,17.73571719,27.22095835,98,194,316,485,300.5517695,1.815719518
0.3_91_3,0.3,91,3,10%,89.17795599,176.5543371,287.3511915,441.3858428,99,196,319,490,303.431835,1.818030213
0.4_91_3,0.4,91,3,18%,81.49910717,161.3517677,262.6082342,403.3794193,99,196,319,490,303.431835,1.818030213
0.6_91_3,0.6,91,3,31%,67.81695402,134.2638686,218.5212963,335.6596714,99,196,319,490,303.431835,1.818030213
0.8_91_3,0.8,91,3,42%,57.37562744,113.5921513,184.8770218,283.9803783,99,196,319,490,303.431835,1.818030213
1_91_3,1,91,3,50%,49.5,98,159.5,245,99,196,319,490,303.431835,1.818030213
2_91_3,2,91,3,71%,28.99642866,57.40707089,93.4329368,143.5176772,99,196,319,490,303.431835,1.818030213
3_91_3,3,91,3,79%,20.42364793,40.43469691,65.80953221,101.0867423,99,196,319,490,303.431835,1.818030213
4_91_3,4,91,3,84%,15.75125489,31.18430261,50.75404353,77.96075653,99,196,319,490,303.431835,1.818030213
5_91_3,5,91,3,87%,12.81549423,25.37208959,41.29437031,63.43022398,99,196,319,490,303.431835,1.818030213
6_91_3,6,91,3,89%,10.8010269,21.38385124,34.80330891,53.45962811,99,196,319,490,303.431835,1.818030213
7_91_3,7,91,3,91%,9.333357238,18.4781618,30.0741511,46.19540451,99,196,319,490,303.431835,1.818030213
8_91_3,8,91,3,92%,8.216599723,16.26720753,26.47571022,40.66801883,99,196,319,490,303.431835,1.818030213
9_91_3,9,91,3,93%,7.338403484,14.52855639,23.64596678,36.32139098,99,196,319,490,303.431835,1.818030213
10_91_3,10,91,3,93%,6.629733838,13.12553366,21.3624757,32.81383415,99,196,319,490,303.431835,1.818030213
11_91_3,11,91,3,94%,6.045839844,11.96954151,19.4810395,29.92385378,99,196,319,490,303.431835,1.818030213
12_91_3,12,91,3,94%,5.556443045,11.00063471,17.90409425,27.50158679,99,196,319,490,303.431835,1.818030213
